pair,obj_a,obj_b,co_occ_scene_counts,co_occ_phrase_counts,co_occ_phrase_prop,co_occ_anchored_counts,co_occ_anchored_prop,co_occ_type_counts,co_occ_type_prop,avg_distance_norm,avg_spatial_rel_norm
slope-tank,slope,tank,1,1,1,1,1,0,0,0.18949236759271787,-0.10874530883924494
slope-traffic light,slope,traffic light,4,2,0.5,2,0.5,0,0,0.42299741528949153,-0.14365832682616053
slope-tree,slope,tree,61,27,0.4426229508196721,10,0.16393442622950818,34,0.5573770491803278,0.4229210447503387,-0.19818557770077574
slope-truck,slope,truck,7,2,0.2857142857142857,1,0.14285714285714285,3,0.42857142857142855,0.4487523315144406,0.06073057243421115
slope-tunnel,slope,tunnel,2,0,0,0,0,1,0.5,0.8154698651162087,0.016905276617421472
slope-van,slope,van,1,1,1,0,0,1,1,0.27058975120276424,0.009750050834563984
slope-verge,slope,verge,1,0,0,0,0,0,0,0.7501807141780223,0.09247053589853199
snow-snow,snow,snow,11,3,0.2727272727272727,1,0.09090909090909091,7,0.6363636363636364,0.5235661148347297,-0.05224677559482255
snow-tree,snow,tree,30,15,0.5,0,0,29,0.9666666666666667,0.3615990019809712,-0.06714327979263211
soap-soap,soap,soap,34,21,0.6176470588235294,0,0,34,1,0.29240809948222846,0.09850389439587125
soap-soap dish,soap,soap dish,16,12,0.75,2,0.125,13,0.8125,0.16310661496933926,0.023492642376638992
soap-sponge,soap,sponge,3,2,0.6666666666666666,0,0,3,1,0.2282757295034315,-0.07377354723019763
soap-statue,soap,statue,17,7,0.4117647058823529,2,0.11764705882352941,14,0.8235294117647058,0.3940395387099618,-0.08674660811313675
soap-stool,soap,stool,2,0,0,0,0,2,1,0.6407277476555999,0.4458712273645158
soap-table,soap,table,3,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0.49640195512874297,0.3937643007073702
soap-tissue,soap,tissue,4,2,0.5,0,0,4,1,0.3634215593668649,0.04593708057375376
soap-toaster,soap,toaster,2,1,0.5,0,0,2,1,0.49432248208487406,-0.0388616910859135
soap-toilet,soap,toilet,42,9,0.21428571428571427,0,0,27,0.6428571428571429,0.5357256846965811,0.14328077823027416
soap-toilet brush,soap,toilet brush,6,1,0.16666666666666666,0,0,6,1,0.5515156777388349,0.22666398094286666
soap-toilet brush stand,soap,toilet brush stand,1,0,0,0,0,1,1,0.6737896473856314,0.21026729421479798
soap-toilet paper,soap,toilet paper,13,1,0.07692307692307693,0,0,12,0.9230769230769231,0.5571227412009654,0.028496350082117556
soap-toothbrush,soap,toothbrush,8,1,0.125,0,0,7,0.875,0.31012177764978366,-0.08606473542405464
soap-toothbrush holder,soap,toothbrush holder,5,4,0.8,0,0,5,1,0.2286547667709643,-0.052252220984967776
soap-toothpaste,soap,toothpaste,5,2,0.4,0,0,5,1,0.32099644847053466,0.02290686034701379
soap-towel,soap,towel,111,32,0.2882882882882883,3,0.02702702702702703,93,0.8378378378378378,0.42435199700111,0.06660218663287884
soap-towel rack,soap,towel rack,20,4,0.2,0,0,15,0.75,0.501939520639168,-0.18023864399649228
soap-trash can,soap,trash can,2,0,0,0,0,2,1,0.39077521356153605,0.1625483091840445
soap-tray,soap,tray,15,12,0.8,1,0.06666666666666667,14,0.9333333333333333,0.18224596430187295,0.06846998630069523
soap-utensils,soap,utensils,2,1,0.5,0,0,2,1,0.18409929243556558,-0.05402809931894345
soap-vase,soap,vase,13,9,0.6923076923076923,0,0,13,1,0.39794287934093125,0.049906659404398535
soap-wardrobe,soap,wardrobe,1,0,0,0,0,0,0,0.3611489705389221,-0.17689234756613997
soap-watering can,soap,watering can,1,0,0,0,0,1,1,0.666428174419579,-0.353152327674897
soap-wine bottle,soap,wine bottle,1,1,1,0,0,1,1,0.33513399624684015,-0.042876713966574
soap-wood,soap,wood,1,0,0,0,0,1,1,0.36373419801690865,-0.251380758565239
soap dish-soap dish,soap dish,soap dish,1,0,0,0,0,0,0,0.47023324397737,-0.36204150579150607
soap dish-sponge,soap dish,sponge,1,1,1,0,0,1,1,0.18264669252429536,0.00329507439134602
soap dish-starfish,soap dish,starfish,1,1,1,0,0,1,1,0.10776669842423987,-0.06624032511118899
soap dish-statue,soap dish,statue,1,1,1,0,0,1,1,0.17552647974671493,-0.14013666927159907
soap dish-toilet,soap dish,toilet,11,3,0.2727272727272727,0,0,9,0.8181818181818182,0.4694595044163728,0.11320696960741372
soap dish-toilet brush,soap dish,toilet brush,1,0,0,0,0,0,0,0.6740413999813837,0.20584677961727102
soap dish-toilet brush stand,soap dish,toilet brush stand,1,0,0,0,0,0,0,0.6775697189615005,0.210406973224769
soap dish-toilet paper,soap dish,toilet paper,6,0,0,0,0,5,0.8333333333333334,0.5916334787534171,0.08481483419892466
soap dish-toothbrush,soap dish,toothbrush,5,1,0.2,0,0,4,0.8,0.37888901082218374,-0.13306445357830743
soap dish-toothpaste,soap dish,toothpaste,4,1,0.25,0,0,2,0.5,0.3366855171981541,0.0459502380698035
soap dish-towel,soap dish,towel,22,11,0.5,1,0.045454545454545456,19,0.8636363636363636,0.40291536484757695,-0.048441727313925896
soap dish-towel rack,soap dish,towel rack,7,3,0.42857142857142855,0,0,6,0.8571428571428571,0.449549367163673,-0.10063341161297269
soap dish-vase,soap dish,vase,1,0,0,0,0,1,1,0.9402333859719919,-0.357533587550954
soap dish-watering can,soap dish,watering can,1,0,0,0,0,1,1,0.6604855793162145,-0.36490481253535
soap dispener-stool,soap dispener,stool,1,0,0,0,0,1,1,0.5697166457813876,0.09164571863136695
soap dispener-table,soap dispener,table,1,1,1,0,0,1,1,0.24065837089776912,0.22490364936121293
soap dispener-telephone,soap dispener,telephone,1,0,0,0,0,1,1,0.7450312472684081,0.24305734589436995
soap dispener-trash can,soap dispener,trash can,1,0,0,0,0,1,1,0.6207659942455306,0.04292277691042401
soap on a rope-stool,soap on a rope,stool,1,0,0,0,0,0,0,0.6135580727337998,0.600383557800452
soap on a rope-toilet,soap on a rope,toilet,1,0,0,0,0,0,0,0.5513477656374056,0.45304766592204504
soap on a rope-toilet paper,soap on a rope,toilet paper,1,0,0,0,0,1,1,0.36826463697035816,0.34873631561454305
soap on a rope-toothbrush,soap on a rope,toothbrush,1,0,0,0,0,1,1,0.7069818672674147,0.207105270918572
soap on a rope-towel,soap on a rope,towel,1,0,0,0,0,1,1,0.48197482060365693,0.07163892151125106
sofa-sofa,sofa,sofa,32,9,0.28125,7,0.21875,16,0.5,0.4492996413487765,0.06487986289885463
sofa-speaker,sofa,speaker,11,4,0.36363636363636365,3,0.2727272727272727,3,0.2727272727272727,0.47438493452215635,-0.20812310693685704
sofa-stand,sofa,stand,4,0,0,0,0,3,0.75,0.584901604817105,-0.17231946776527718
sofa-statue,sofa,statue,50,14,0.28,3,0.06,34,0.68,0.5004129275048115,-0.17329520907158197
sofa-stereo,sofa,stereo,7,1,0.14285714285714285,0,0,1,0.14285714285714285,0.5268058343803466,-0.2160950640995817
sofa-stool,sofa,stool,11,3,0.2727272727272727,3,0.2727272727272727,5,0.45454545454545453,0.5019292589574246,-0.17193394630266615
sofa-stove,sofa,stove,1,1,1,0,0,1,1,0.15932259564954754,0.11532910205897301
sofa-table,sofa,table,194,82,0.422680412371134,56,0.28865979381443296,76,0.3917525773195876,0.35153185340995763,0.01112278955325067
sofa-table runner,sofa,table runner,1,0,0,0,0,0,0,0.3406634141241411,-0.04732953734881301
sofa-tapestry,sofa,tapestry,1,0,0,0,0,1,1,0.6888124479441767,-0.5185314952604221
sofa-teapot,sofa,teapot,2,1,0.5,1,0.5,0,0,0.3776425076594491,-0.11279303353871847
sofa-teddy bear,sofa,teddy bear,1,0,0,0,0,0,0,0.2600921113832843,0.22254484190287302
sofa-telephone,sofa,telephone,9,4,0.4444444444444444,3,0.3333333333333333,2,0.2222222222222222,0.3392174730481822,0.07769403764155755
sofa-television,sofa,television,34,8,0.23529411764705882,4,0.11764705882352941,20,0.5882352941176471,0.5229835526168521,-0.27988991650401834
sofa-television stand,sofa,television stand,7,1,0.14285714285714285,0,0,3,0.42857142857142855,0.5316711957023403,-0.047245447243989463
sofa-toy,sofa,toy,2,1,0.5,1,0.5,0,0,0.345170956505199,-0.009773628971900206
sofa-tray,sofa,tray,8,3,0.375,2,0.25,3,0.375,0.39667707284276177,-0.12337309106668623
sofa-tree,sofa,tree,3,0,0,0,0,2,0.6666666666666666,0.5370274283986044,-0.42750329814223337
sofa-trumpet,sofa,trumpet,1,1,1,0,0,1,1,0.45078838398188986,0.229375395240484
sofa-utensils,sofa,utensils,1,1,1,1,1,0,0,0.33179497842138916,0.165379674901742
sofa-vacuum,sofa,vacuum,1,0,0,0,0,1,1,0.4123322604282976,-0.4088121639784947
sofa-vase,sofa,vase,86,23,0.26744186046511625,11,0.12790697674418605,26,0.3023255813953488,0.5034959997992078,-0.26238060116864587
sofa-vcr,sofa,vcr,3,1,0.3333333333333333,0,0,2,0.6666666666666666,0.4406600142334834,-0.21342980174222242
sofa-wall hanging,sofa,wall hanging,7,2,0.2857142857142857,1,0.14285714285714285,4,0.5714285714285714,0.6889399634501975,-0.5036758512831787
sofa-wardrobe,sofa,wardrobe,8,3,0.375,2,0.25,3,0.375,0.528273973834173,-0.2567889840205435
sofa-wine rack,sofa,wine rack,1,0,0,0,0,0,0,0.3665031261273845,-0.360004660509304
soil-spotlight,soil,spotlight,9,0,0,0,0,7,0.7777777777777778,0.8545575639752103,-0.6980714096389605
soil-streetlight,soil,streetlight,2,0,0,0,0,2,1,0.7397016269370646,-0.2496007273736759
soil-tree,soil,tree,5,4,0.8,0,0,5,1,0.5525909805169822,-0.355300690961774
spatulas-stove,spatulas,stove,1,0,0,0,0,1,1,0.1731893681267197,0.16776309974747505
spatulas-table,spatulas,table,1,0,0,0,0,0,0,1.0139259001464243,0.6856346960167717
spatulas-watermelon,spatulas,watermelon,2,0,0,0,0,1,0.5,0.8669664353844097,0.4038170073868975
speaker-speaker,speaker,speaker,17,8,0.47058823529411764,0,0,17,1,0.3284692705249097,0.02654504188886311
speaker-statue,speaker,statue,2,1,0.5,0,0,2,1,0.3136250243298363,0.09513666265945397
speaker-stereo,speaker,stereo,9,5,0.5555555555555556,0,0,9,1,0.27654298654424636,0.06959507587061498
speaker-stool,speaker,stool,2,0,0,0,0,2,1,0.399679810193565,0.2622188375857629
speaker-table,speaker,table,48,16,0.3333333333333333,1,0.020833333333333332,35,0.7291666666666666,0.5774406059728658,0.44670006258975176
speaker-telephone,speaker,telephone,5,2,0.4,0,0,5,1,0.3765608997600074,-0.0017641220478968101
speaker-television,speaker,television,11,4,0.36363636363636365,0,0,7,0.6363636363636364,0.2816555134736376,-0.06558066898888971
speaker-television stand,speaker,television stand,3,1,0.3333333333333333,0,0,3,1,0.3039574113055372,0.0013511321405579684
speaker-tissue,speaker,tissue,4,3,0.75,0,0,4,1,0.2782923746126784,0.0642739811887395
speaker-toy,speaker,toy,1,1,1,0,0,1,1,0.08979732232890168,0.04604183554151697
speaker-trash can,speaker,trash can,1,0,0,0,0,1,1,0.6961173646421861,0.33049188603920504
speaker-trophy,speaker,trophy,1,0,0,0,0,1,1,0.8079285620840897,-0.656236530172414
speaker-vcr,speaker,vcr,2,1,0.5,0,0,2,1,0.2683806410800962,-0.006011527730629074
speaker-webcam,speaker,webcam,2,2,1,0,0,2,1,0.32710093287236847,-0.18009131949609997
speaker-whiteboard,speaker,whiteboard,5,0,0,0,0,0,0,0.4196342525516368,0.1813286329467968
speaker-wine glass,speaker,wine glass,2,2,1,0,0,2,1,0.13955141473035715,-0.016726324110374946
sponge-starfish,sponge,starfish,1,1,1,0,0,1,1,0.27650820155182965,-0.06953539950253501
sponge-statue,sponge,statue,1,0,0,0,0,1,1,0.3791354553910539,-0.01850549520928202
sponge-stove,sponge,stove,2,0,0,0,0,2,1,0.42815568325495124,-0.014665640047306555
sponge-tissue,sponge,tissue,1,0,0,0,0,1,1,0.35119993675747985,-0.22599558351144206
sponge-toilet,sponge,toilet,3,1,0.3333333333333333,0,0,1,0.3333333333333333,0.38111423652083903,0.2508895186835625
sponge-towel,sponge,towel,14,8,0.5714285714285714,0,0,13,0.9285714285714286,0.30610066251818585,0.030449585297775125
sponge-towel rack,sponge,towel rack,2,0,0,0,0,1,0.5,0.6611345751523227,-0.0372073963226285
sponge-tray,sponge,tray,1,0,0,0,0,0,0,0.598248035863459,0.26481206011505
sponge-utensils,sponge,utensils,1,0,0,0,0,1,1,0.455353143767173,-0.226270132676483
sponge-vase,sponge,vase,2,0,0,0,0,2,1,0.6158803952810944,-0.288324309847907
sponge-wood,sponge,wood,1,0,0,0,0,1,1,0.25389186061219104,0.019490108635604964
spoon-stove,spoon,stove,1,0,0,0,0,1,1,0.22401565449927172,-0.06486620422741707
spoon-table,spoon,table,5,2,0.4,2,0.4,0,0,0.1663436909329496,-0.02109414031205919
spoon-toaster,spoon,toaster,1,0,0,0,0,1,1,0.4792272439855416,-0.026991921251217077
spoon-tray,spoon,tray,1,0,0,0,0,1,1,0.3378619248274415,-0.153631437138687
spoon-vase,spoon,vase,2,0,0,0,0,2,1,0.33019197962697977,-0.1805352269954325
spoon-wine glass,spoon,wine glass,8,0,0,0,0,7,0.875,0.2801329148906746,-0.12573844670329898
spotlight-spotlight,spotlight,spotlight,52,17,0.3269230769230769,4,0.07692307692307693,38,0.7307692307692307,0.3568088400909287,-0.018679810534421675
spotlight-streetlight,spotlight,streetlight,21,0,0,0,0,17,0.8095238095238095,0.627544836143238,0.44992743332701973
spotlight-supermarket,spotlight,supermarket,5,0,0,0,0,0,0,0.3142465445159913,0.2322937022697664
spotlight-terrace,spotlight,terrace,5,0,0,0,0,5,1,0.1820567726212835,-0.11200078227931462
spotlight-tree,spotlight,tree,33,0,0,0,0,29,0.8787878787878788,0.6384934567713312,0.49415237428254954
spray bottle-towel,spray bottle,towel,3,2,0.6666666666666666,0,0,3,1,0.21477581136279325,0.035338930445374984
spray bottle-vase,spray bottle,vase,3,0,0,0,0,3,1,0.3357633013880824,-0.03952695879989199
spray bottle-washing machine,spray bottle,washing machine,1,0,0,0,0,1,1,0.29330332728838576,0.193092891225433
sprinkler-sprinkler,sprinkler,sprinkler,3,3,1,0,0,3,1,0.3701082219686818,0.08237092391304339
sprinkler-table,sprinkler,table,1,0,0,0,0,0,0,0.9730361899420379,0.841602975016437
sprinkler-trash can,sprinkler,trash can,2,1,0.5,0,0,2,1,0.5538966856337727,0.5119154344541335
sprinkler-water cooler,sprinkler,water cooler,1,1,1,0,0,1,1,0.6667089638869799,0.5464259459609411
stained-glass window-stained-glass window,stained-glass window,stained-glass window,6,6,1,0,0,6,1,0.33498803944896605,-0.016634575250319666
stake-stake,stake,stake,3,3,1,0,0,3,1,0.1731294711649033,-0.06780747846814801
stake-tree,stake,tree,11,0,0,0,0,8,0.7272727272727273,0.5549212793039445,-0.2085094795054155
stand-stand,stand,stand,16,5,0.3125,1,0.0625,13,0.8125,0.3367999595447552,-0.02689502895944857
stand-statue,stand,statue,2,2,1,0,0,2,1,0.2514746627620379,-0.025593653197150013
stand-stove,stand,stove,1,0,0,0,0,0,0,0.6655783135529454,0.37421777478119606
stand-stove hood,stand,stove hood,1,0,0,0,0,0,0,0.5534824376457648,-0.07615007898814496
stand-streetcar,stand,streetcar,1,0,0,0,0,1,1,0.4896061398689668,-0.06561973716937197
stand-streetlight,stand,streetlight,6,2,0.3333333333333333,0,0,5,0.8333333333333334,0.3882262109978978,-0.1065639374018515
stand-table,stand,table,1,1,1,0,0,1,1,0.29557961328219057,0.09827388382046498
stand-towel,stand,towel,2,0,0,0,0,1,0.5,0.6050076410282699,0.26922553828947104
stand-trash can,stand,trash can,2,0,0,0,0,2,1,0.4364205024909627,0.106809082957289
stand-tray,stand,tray,1,0,0,0,0,1,1,0.2782634986110562,0.24723699636617003
stand-tree,stand,tree,19,10,0.5263157894736842,2,0.10526315789473684,13,0.6842105263157895,0.3863723645181709,-0.13357820444207855
stand-truck,stand,truck,4,3,0.75,0,0,4,1,0.2985259122425584,-0.007999046554128229
stand-umbrella,stand,umbrella,7,3,0.42857142857142855,1,0.14285714285714285,5,0.7142857142857143,0.5111643943661078,-0.05684363332399024
stand-van,stand,van,2,2,1,0,0,2,1,0.15791372153425073,0.038005056052171554
stand-wheel,stand,wheel,1,1,1,0,0,1,1,0.20490606315154652,-0.004639546708469999
stapler-table,stapler,table,1,0,0,0,0,1,1,0.6879537961948277,0.4694740067614066
stapler-teddy bear,stapler,teddy bear,1,0,0,0,0,1,1,0.5657087308736306,0.007824628520735954
stapler-telephone,stapler,telephone,2,1,0.5,0,0,2,1,0.35164004147896394,0.19040294512814943
stapler-thermostat,stapler,thermostat,1,0,0,0,0,1,1,0.6667858967665101,-0.091484493151608
stapler-tissue,stapler,tissue,1,0,0,0,0,1,1,0.37041893108335555,0.09419126924512
stapler-trash can,stapler,trash can,2,1,0.5,0,0,2,1,0.35395287031883554,0.24834924305889497
starfish-statue,starfish,statue,2,2,1,0,0,2,1,0.1599311878307657,-0.157186946856886
starfish-toilet,starfish,toilet,2,1,0.5,0,0,1,0.5,0.42523158125323224,0.18468271098495784
starfish-towel,starfish,towel,5,1,0.2,0,0,5,1,0.38173881991482433,0.17072852510273642
starfish-towel rack,starfish,towel rack,3,0,0,0,0,2,0.6666666666666666,0.684929461724189,0.02657255003563766
starfish-vase,starfish,vase,1,0,0,0,0,1,1,0.9980619408181113,-0.291293262439765
station-tree,station,tree,5,0,0,0,0,0,0,0.45632573487426287,0.016713199862363998
station-truck,station,truck,1,0,0,0,0,0,0,0.19764529150419594,0.048222556724975996
station-tunnel,station,tunnel,1,1,1,1,1,0,0,0.1800784343666325,0.038497628648332005
statue-statue,statue,statue,96,52,0.5416666666666666,4,0.041666666666666664,83,0.8645833333333334,0.3480771527797084,0.0975098492015092
statue-stereo,statue,stereo,2,1,0.5,0,0,2,1,0.34012417337697176,-0.08256468413978502
statue-sticker,statue,sticker,1,0,0,0,0,1,1,0.971152988263125,-0.277506958235333
statue-stool,statue,stool,6,2,0.3333333333333333,0,0,6,1,0.49096631919130385,0.2249411841097626
statue-stove,statue,stove,8,3,0.375,0,0,7,0.875,0.3830931750308067,0.11894143595389925
statue-stove hood,statue,stove hood,3,1,0.3333333333333333,0,0,2,0.6666666666666666,0.5860085262551908,-0.368516733596304
statue-stove top,statue,stove top,1,0,0,0,0,1,1,0.7599667688190124,-0.23909395104349201
statue-streetlight,statue,streetlight,1,1,1,0,0,1,1,0.11127513361518349,0.01641732394612605
statue-table,statue,table,110,48,0.43636363636363634,11,0.1,81,0.7363636363636363,0.4186967782564858,0.18689447388077207
statue-table runner,statue,table runner,3,1,0.3333333333333333,0,0,1,0.3333333333333333,0.22720116885071087,0.13763912664905267
statue-tablecloth,statue,tablecloth,2,0,0,0,0,0,0,0.3625663348134682,0.175334181672331
statue-teapot,statue,teapot,6,1,0.16666666666666666,0,0,4,0.6666666666666666,0.3571100892282996,0.1330751135400975
statue-telephone,statue,telephone,12,3,0.25,1,0.08333333333333333,8,0.6666666666666666,0.5340432113012106,0.27972063838512523
statue-television,statue,television,13,6,0.46153846153846156,0,0,9,0.6923076923076923,0.30565505334096243,-0.04851388443988414
statue-television stand,statue,television stand,2,0,0,0,0,2,1,0.3318785004856989,-0.14210187117838405
statue-thermostat,statue,thermostat,1,0,0,0,0,1,1,0.3376955021651154,-0.18674137852781797
statue-tissue,statue,tissue,5,4,0.8,0,0,5,1,0.46159030687752173,-0.0814643346550935
statue-toast,statue,toast,1,0,0,0,0,1,1,0.29392787736362663,-0.276801731100264
statue-toaster,statue,toaster,2,1,0.5,0,0,1,0.5,0.1637800203311136,-0.11036882501120346
statue-toilet,statue,toilet,10,5,0.5,0,0,6,0.6,0.42673211550431145,0.194452169005648
statue-toilet paper,statue,toilet paper,2,0,0,0,0,2,1,0.644699425979803,0.09840953577108352
statue-toothbrush,statue,toothbrush,1,0,0,0,0,1,1,0.528486859305226,-0.48968050539158003
statue-towel,statue,towel,37,5,0.13513513513513514,1,0.02702702702702703,29,0.7837837837837838,0.4844930170855058,0.0616393187792662
statue-towel rack,statue,towel rack,6,0,0,0,0,5,0.8333333333333334,0.5041659193030087,-0.22190427978203134
statue-trash compactor,statue,trash compactor,1,0,0,0,0,1,1,0.4498648554341243,0.388159846662895
statue-tray,statue,tray,9,2,0.2222222222222222,0,0,6,0.6666666666666666,0.4094586554829416,0.17659611449250315
statue-tree,statue,tree,19,5,0.2631578947368421,2,0.10526315789473684,13,0.6842105263157895,0.44172657322841025,0.11408664363238058
statue-truck,statue,truck,2,1,0.5,0,0,2,1,0.21029168223355976,0.15746996632041382
statue-trumpet,statue,trumpet,1,0,0,0,0,1,1,0.7175889330309816,0.569512551016666
statue-typewriter,statue,typewriter,1,1,1,0,0,1,1,0.17298588657723976,-0.16945792427864198
statue-urn,statue,urn,4,0,0,0,0,4,1,0.4405715405075227,-0.2251661324891045
statue-utensils,statue,utensils,5,1,0.2,0,0,5,1,0.5800369251301296,0.0570924870907196
statue-vacuum,statue,vacuum,3,2,0.6666666666666666,0,0,3,1,0.3950376565699333,0.11166774898777233
statue-van,statue,van,2,0,0,0,0,2,1,0.5612800351853666,0.11443909533759206
statue-vase,statue,vase,52,15,0.28846153846153844,1,0.019230769230769232,47,0.9038461538461539,0.42165117223771414,0.008902583276665531
statue-vegetable,statue,vegetable,2,1,0.5,0,0,2,1,0.23597576675578194,0.08244367652168955
statue-wall hanging,statue,wall hanging,3,0,0,0,0,3,1,0.7962743904029019,-0.5003625869491801
statue-wardrobe,statue,wardrobe,15,6,0.4,2,0.13333333333333333,6,0.4,0.5438174880804137,-0.26856095925988854
statue-water bottle,statue,water bottle,2,0,0,0,0,2,1,0.8684499576400011,0.2580324856692695
statue-watering can,statue,watering can,1,0,0,0,0,1,1,0.49839900170925955,-0.22476814326375094
statue-whiteboard,statue,whiteboard,2,2,1,2,1,0,0,0.24737435058872198,-0.2204622724976119
statue-wine bottle,statue,wine bottle,1,0,0,0,0,1,1,0.40415726342888686,0.052241872927454025
statue-wine glass,statue,wine glass,1,0,0,0,0,0,0,0.3152256516813831,0.28179947831835794
statue-wine rack,statue,wine rack,2,0,0,0,0,1,0.5,0.4994945933585899,-0.370723812403314
statue-wood,statue,wood,1,0,0,0,0,1,1,0.13116470908764458,0.03799560384488698
stereo-stereo,stereo,stereo,6,6,1,0,0,6,1,0.11759804138812192,0.06357464563917947
stereo-stool,stereo,stool,2,0,0,0,0,2,1,0.5904372580760702,0.249646859066094
stereo-table,stereo,table,12,3,0.25,1,0.08333333333333333,11,0.9166666666666666,0.3698435335528828,0.1666686897018429
stereo-teapot,stereo,teapot,1,0,0,0,0,1,1,0.7967485594822717,-0.24975953070925594
stereo-telephone,stereo,telephone,2,2,1,0,0,2,1,0.21618026811504884,0.130499494204676
stereo-television,stereo,television,5,4,0.8,0,0,5,1,0.2079690703546851,-0.11443994949690102
stereo-television stand,stereo,television stand,4,4,1,0,0,4,1,0.07183385382738598,-0.01689984807092626
stereo-trash can,stereo,trash can,2,0,0,0,0,2,1,0.25522647193460923,0.22855736129985804
stereo-tray,stereo,tray,1,1,1,0,0,1,1,0.580974534645769,0.377329017119911
stereo-vcr,stereo,vcr,4,4,1,0,0,4,1,0.1467093655935403,-0.0827344907701123
stick-stick,stick,stick,11,11,1,0,0,11,1,0.2882543750784097,-0.03241201012778673
stick-tree,stick,tree,35,1,0.02857142857142857,0,0,25,0.7142857142857143,0.6727087771137311,-0.5626836506151389
sticker-toy,sticker,toy,1,0,0,0,0,1,1,0.9816548746396861,0.401316457362602
stool-stool,stool,stool,21,14,0.6666666666666666,1,0.047619047619047616,17,0.8095238095238095,0.34775327906136927,0.02137933685715259
stool-stove,stool,stove,10,5,0.5,0,0,8,0.8,0.4605646499888367,-0.23994050003459969
stool-stove hood,stool,stove hood,10,0,0,0,0,5,0.5,0.6454562936414823,-0.5809122519221549
stool-stove top,stool,stove top,6,5,0.8333333333333334,0,0,5,0.8333333333333334,0.40066145290606847,-0.30222956873542506
stool-table,stool,table,19,3,0.15789473684210525,1,0.05263157894736842,15,0.7894736842105263,0.40139561816354785,0.14681108986827093
stool-teapot,stool,teapot,14,4,0.2857142857142857,0,0,12,0.8571428571428571,0.5278407680186014,-0.37666621460382654
stool-telephone,stool,telephone,4,2,0.5,1,0.25,3,0.75,0.3743317838504544,-0.20897189782919176
stool-television,stool,television,2,2,1,0,0,2,1,0.32162846014522095,-0.11259998406609398
stool-tissue,stool,tissue,2,1,0.5,0,0,2,1,0.27821728372652166,-0.21500723896566
stool-toilet,stool,toilet,6,0,0,0,0,3,0.5,0.4520996150822625,-0.08950002116480847
stool-toilet paper,stool,toilet paper,1,1,1,1,1,0,0,0.351069792031024,-0.25164724218590895
stool-tomatoes,stool,tomatoes,2,0,0,0,0,2,1,0.854701856891569,-0.3338731550825704
stool-toothbrush,stool,toothbrush,2,0,0,0,0,0,0,0.8125899421123131,-0.5460489958918432
stool-toothbrush holder,stool,toothbrush holder,1,0,0,0,0,1,1,0.5367285847526972,-0.5081353022580448
stool-towel,stool,towel,16,9,0.5625,5,0.3125,9,0.5625,0.4715512719045838,-0.20598908386738776
stool-towel rack,stool,towel rack,2,1,0.5,1,0.5,1,0.5,0.5952177752770288,-0.31273720858952253
stool-trash can,stool,trash can,2,2,1,0,0,2,1,0.10886176759683375,0.014976000057203523
stool-tray,stool,tray,1,0,0,0,0,1,1,0.6977588470609973,-0.3235117482931058
stool-tree,stool,tree,3,2,0.6666666666666666,0,0,3,1,0.2470927613254133,-0.133315944350416
stool-umbrella,stool,umbrella,3,3,1,0,0,3,1,0.20589309290464444,-0.16140206307217633
stool-utensils,stool,utensils,2,0,0,0,0,1,0.5,0.5027241842881766,-0.49606255064912147
stool-utensils rack,stool,utensils rack,2,0,0,0,0,2,1,0.5540677778485344,-0.423244914322687
stool-vegetable,stool,vegetable,4,0,0,0,0,3,0.75,0.6367057687357005,-0.3269577977911995
stool-wall hanging,stool,wall hanging,1,0,0,0,0,0,0,0.8485952286058283,-0.823902489059081
stool-white out,stool,white out,1,0,0,0,0,1,1,0.35438085871501007,0.04029550638743898
stool-wind chime,stool,wind chime,1,1,1,0,0,1,1,0.6946873789195661,-0.684726224214656
stool-wine bottle,stool,wine bottle,4,0,0,0,0,2,0.5,0.5928732032599265,-0.37668695417819353
stool-wine glass,stool,wine glass,2,2,1,0,0,2,1,0.3602219824166143,-0.3310378412695445
stove-stove hood,stove,stove hood,21,8,0.38095238095238093,3,0.14285714285714285,14,0.6666666666666666,0.34991310089985045,-0.34637012382170385
stove-table,stove,table,15,4,0.26666666666666666,2,0.13333333333333333,7,0.4666666666666667,0.5184829424777123,0.2735634644457451
stove-teapot,stove,teapot,11,5,0.45454545454545453,2,0.18181818181818182,7,0.6363636363636364,0.37430712443050085,-0.1778559029159428
stove-television,stove,television,1,1,1,0,0,1,1,0.3841483194405793,-0.059460033814474955
stove-thermos,stove,thermos,1,0,0,0,0,0,0,0.6391612318555466,-0.4950922384619689
stove-tissue,stove,tissue,1,0,0,0,0,1,1,0.6745332749418953,0.45617896004836855
stove-toaster,stove,toaster,3,2,0.6666666666666666,0,0,3,1,0.3081816578640742,0.0023048680930683276
stove-tomatoes,stove,tomatoes,1,0,0,0,0,1,1,0.4369822155817382,-0.06699843757412993
stove-towel,stove,towel,4,2,0.5,1,0.25,3,0.75,0.22397820962007736,0.062465134609818236
stove-towel rack,stove,towel rack,1,0,0,0,0,1,1,0.7345806313300167,-0.402347032563026
stove-trash can,stove,trash can,2,0,0,0,0,1,0.5,0.6939555159305779,0.05023965749326202
stove-trash compactor,stove,trash compactor,1,1,1,0,0,1,1,0.1767231446128775,-0.029593621505880963
